,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT
ADAM THIELEN,9.2,4.8,0.5,61.5,0.0,0.0,0.0,6.2,91.5,67.5,50.0,65.0,6.8,7.0,84.0,13.9,139.5,64.3,43,64,7.1,7,81,48.0,5.0,615.0,0.0,0.0,0.0,CAR,62.0,6,15,2,11,11,56,11,11,44,3,176.5,173.3,0,0.0,0,0.0,0,0.0,7,9.7,2,6.3
ADONAI MITCHELL,1.8,1.4,0.0,18.4,0.2,0.0,0.4,3.2,30.8,80.7,62.0,76.0,10.5,8.0,123.0,3.2,53.8,81.4,58,73,11.1,7,125,23.0,0.0,312.0,4.0,0.0,6.0,IND,55.0,23,25,20,0,88,0,0,88,0,4,500.0,500.0,2,2.0,0,0.0,0,0.0,5,8.9,2,9.1
AINIAS SMITH,1.5,1.0,0.1,5.9,0.3,0.0,0.9,1.3,10.7,173.8,154.0,186.0,16.3,12.0,203.0,2.5,17.7,171.0,154,186,15.8,12,200,7.0,1.0,41.0,2.0,0.0,6.0,PHI,9.0,4,4,9,0,100,0,0,100,0,5,500.0,500.0,0,0.0,0,0.0,0,0.0,1,1.9,0,0.0
AJ BROWN,11.5,5.2,0.5,83.0,0.0,0.0,0.0,7.5,149.9,8.8,4.0,10.0,1.5,2.0,14.0,16.7,216.9,10.6,7,10,1.6,3,15,67.0,7.0,1079.0,0.0,0.0,0.0,PHI,97.0,4,4,9,8,8,54,8,8,54,1,22.0,19.5,0,0.0,0,0.0,0,0.0,9,16.7,4,17.4
ALEC PIERCE,7.8,2.3,0.4,51.5,0.0,0.0,0.0,4.3,124.4,72.3,56.0,72.0,7.6,7.0,109.0,10.1,161.4,78.0,62,74,7.6,7,114,37.0,7.0,824.0,0.0,0.0,0.0,IND,69.0,23,25,20,20,40,33,0,53,33,3,500.0,500.0,0,0.0,0,0.0,0,0.0,6,10.7,4,18.2
ALEX BACHMAN,0.6,0.6,0.0,6.2,0.0,0.0,0.0,0.6,3.1,239.5,224.0,255.0,15.5,14.0,255.0,1.2,6.1,251.0,246,256,5.0,14,256,3.0,0.0,31.0,0.0,0.0,0.0,LV,3.0,7,18,1,0,100,0,0,100,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ALLEN LAZARD,7.4,3.1,0.5,44.2,0.0,0.0,0.0,5.0,89.0,115.0,77.0,129.0,19.1,10.0,149.0,10.5,126.0,117.6,78,129,18.5,10,149,37.0,6.0,530.0,0.0,0.0,0.0,NYJ,60.0,24,26,22,9,45,27,9,45,18,2,500.0,500.0,0,0.0,0,0.0,0,0.0,12,14.0,3,7.3
AMARI COOPER,6.1,3.4,0.3,42.1,0.0,0.0,0.0,6.5,78.7,96.3,40.0,110.0,23.6,9.0,199.0,9.4,122.7,100.8,47,110,23.4,9,204,44.0,4.0,547.0,0.0,0.0,0.0,FA,85.0,33,33,33,7,50,21,7,43,21,0,500.0,500.0,0,0.0,0,0.0,0,0.0,5,,2,
AMON-RA ST BROWN,11.8,6.8,0.7,74.3,0.1,0.0,0.4,8.3,201.2,7.6,4.0,8.0,1.5,2.0,12.0,18.6,316.2,5.6,3,5,1.7,2,9,115.0,12.0,1263.0,2.0,0.0,6.0,DET,141.0,22,19,16,13,6,63,19,6,63,1,9.0,9.5,1,0.9,0,0.0,0,0.0,31,34.8,15,36.6
ANDREI IOSIVAS,4.9,2.1,0.4,28.2,0.0,0.0,0.0,3.6,83.9,82.3,67.0,83.0,7.8,8.0,119.0,7.1,119.9,83.6,68,85,7.7,8,118,36.0,6.0,479.0,0.0,0.0,0.0,CIN,61.0,17,9,26,0,50,19,0,50,6,3,500.0,500.0,0,0.0,0,0.0,0,0.0,10,8.6,10,15.4
ANTHONY GOULD,0.3,0.1,0.0,2.9,0.0,0.0,0.0,0.1,2.3,184.8,165.0,204.0,14.8,12.0,200.0,0.4,3.3,178.5,159,202,14.3,12,195,1.0,0.0,23.0,0.0,0.0,0.0,IND,1.0,23,25,20,0,100,0,0,100,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ANTWANE WELLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.3,108.0,140.0,25.1,10.0,214.0,0.0,0.0,133.3,107,143,24.5,10,210,0.0,0.0,0.0,0.0,0.0,0.0,NYG,0.0,1,2,7,0,0,0,0,0,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ARIAN SMITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.9,109.0,142.0,13.5,10.0,163.0,0.0,0.0,132.7,106,138,15.0,10,157,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,0.0,24,26,22,0,0,0,0,0,0,7,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ASHTON DULIN,1.1,0.1,0.1,4.5,0.3,0.0,3.0,0.5,17.2,158.0,153.0,189.0,2.9,12.0,160.0,1.3,19.2,155.0,145,190,6.0,12,160,2.0,1.0,67.0,5.0,0.0,45.0,IND,8.0,23,25,20,0,93,7,0,93,0,5,500.0,500.0,1,1.0,0,0.0,0,0.0,1,1.8,1,4.5
AT PERRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,155.0,200.0,14.6,12.0,192.0,0.0,0.0,177.5,160,200,11.6,12,192,0.0,0.0,0.0,0.0,0.0,0.0,DEN,0.0,9,6,19,0,0,0,0,0,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
AUSTIN TRAMMELL,2.0,2.0,0.0,40.0,0.0,0.0,0.0,3.0,2.0,173.0,138.0,185.0,35.7,12.0,241.0,4.0,4.0,169.0,135,183,34.1,12,234,2.0,0.0,40.0,0.0,0.0,0.0,JAC,3.0,30,24,32,0,100,0,0,100,0,7,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BEAUX COLLINS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.4,115.0,171.0,21.0,11.0,177.0,0.0,0.0,148.0,112,171,20.9,11,175,0.0,0.0,0.0,0.0,0.0,0.0,NYG,0.0,1,2,7,0,0,0,0,0,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BEN SKOWRONEK,0.7,0.5,0.0,6.9,0.0,0.0,0.0,0.5,6.9,175.4,156.0,187.0,23.5,12.0,217.0,1.2,11.9,172.8,150,188,24.1,12,216,5.0,0.0,69.0,0.0,0.0,0.0,PIT,5.0,14,11,21,0,100,0,0,100,0,5,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BO MELTON,0.9,0.5,0.0,5.4,0.5,0.0,3.2,1.0,14.5,194.0,167.0,208.0,29.7,12.0,244.0,1.3,22.5,193.8,164,210,27.6,12,237,8.0,0.0,91.0,8.0,0.0,54.0,GB,17.0,13,17,6,0,100,0,0,100,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,1,1.4,0,0.0
BRANDIN COOKS,4.4,2.6,0.3,25.9,0.3,0.0,-0.3,5.4,43.6,94.8,76.0,89.0,11.9,8.0,130.0,7.0,69.6,93.3,72,89,12.2,8,127,26.0,3.0,259.0,3.0,0.0,-3.0,NO,54.0,5,3,23,0,44,11,0,44,0,3,500.0,500.0,1,1.9,0,0.0,0,0.0,8,12.7,6,21.4
BRANDON AIYUK,5.3,3.6,0.0,53.4,0.0,0.0,0.0,6.7,37.4,52.3,31.0,53.0,7.7,6.0,75.0,8.9,62.4,54.8,33,54,7.5,6,76,25.0,0.0,374.0,0.0,0.0,0.0,SF,47.0,19,16,18,0,43,14,0,57,14,3,117.5,138.2,0,0.0,0,0.0,0,0.0,6,7.9,2,5.6
BRANDON JOHNSON,0.3,0.3,0.0,3.0,0.0,0.0,0.0,0.3,0.9,187.0,149.0,206.0,22.7,12.0,207.0,0.6,1.9,182.0,168,203,13.3,12,199,1.0,0.0,9.0,0.0,0.0,0.0,PIT,1.0,14,11,21,0,100,0,0,100,0,7,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BRAXTON BERRIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,213.0,171.0,241.0,33.9,13.0,254.0,0.0,0.0,208.3,175,241,31.2,13,250,0.0,0.0,0.0,0.0,0.0,0.0,HOU,4.0,16,8,27,0,100,0,0,100,0,7,500.0,500.0,0,0.0,0,0.0,0,0.0,1,1.2,1,2.5
BRENNAN EAGLES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,147.0,214.0,6.0,12.0,159.0,0.0,0.0,157.0,152,220,5.0,12,162,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BRIAN THOMAS,11.6,5.1,0.6,75.4,0.4,0.0,2.8,7.8,197.0,5.9,4.0,5.0,1.6,2.0,10.0,16.7,284.0,7.6,4,8,1.3,2,11,87.0,10.0,1282.0,6.0,0.0,48.0,JAC,133.0,30,24,32,19,13,56,13,19,56,1,14.0,15.0,0,0.0,0,0.0,0,0.0,16,27.1,9,30.0
BRYCEN TREMAYNE,-0.1,0.5,0.0,-1.0,0.0,0.0,0.0,0.5,-0.2,199.5,146.0,245.0,53.5,13.0,253.0,0.4,0.8,197.0,142,246,55.0,13,252,1.0,0.0,-2.0,0.0,0.0,0.0,CAR,1.0,6,15,2,0,100,0,0,100,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CALVIN AUSTIN,4.9,2.1,0.2,32.2,0.0,0.0,0.0,3.4,82.8,83.8,58.0,78.0,10.3,8.0,110.0,7.0,118.8,84.7,57,81,10.4,8,111,36.0,4.0,548.0,0.0,0.0,0.0,PIT,58.0,14,11,21,0,63,19,0,63,19,2,500.0,500.0,0,0.0,0,0.0,0,0.0,4,7.0,2,8.0
CALVIN RIDLEY,8.0,3.8,0.2,59.8,0.5,0.1,3.2,7.1,135.2,25.9,14.0,26.0,4.3,4.0,39.0,11.7,199.2,28.2,17,28,5.1,5,45,64.0,4.0,1017.0,8.0,1.0,55.0,TEN,120.0,18,20,10,13,19,25,13,25,25,1,66.5,64.0,1,1.7,1,4.0,0,0.0,7,15.6,3,13.6
CASEY WASHINGTON,0.7,0.5,0.0,7.0,0.0,0.0,0.0,1.0,1.4,162.3,114.0,166.0,36.6,11.0,239.0,1.2,2.4,157.4,115,162,32.1,11,227,1.0,0.0,14.0,0.0,0.0,0.0,ATL,2.0,2,1,17,0,100,0,0,100,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CEDRIC TILLMAN,4.7,2.6,0.3,30.8,0.1,0.0,-0.5,4.5,51.4,60.4,47.0,58.0,5.8,7.0,76.0,7.3,80.4,59.1,45,56,5.7,7,74,29.0,3.0,339.0,1.0,0.0,-5.0,CLE,49.0,20,14,25,9,64,27,9,64,27,2,171.5,500.0,0,0.0,0,0.0,0,0.0,5,8.8,2,7.4
CEDRICK WILSON,2.0,1.3,0.1,14.1,0.0,0.0,0.0,1.8,29.9,162.0,134.0,165.0,18.0,11.0,193.0,3.3,49.9,158.7,133,165,17.9,11,190,20.0,1.0,211.0,0.0,0.0,0.0,NO,27.0,5,3,23,0,86,7,0,93,7,5,500.0,500.0,0,0.0,0,0.0,0,0.0,1,2.6,0,0.0
CEEDEE LAMB,10.8,6.7,0.4,79.6,0.9,0.0,4.7,10.1,162.4,2.5,2.0,2.0,0.7,1.0,5.0,17.6,263.4,2.5,2,2,0.6,1,5,101.0,6.0,1194.0,14.0,0.0,70.0,DAL,152.0,10,7,8,7,13,47,13,7,67,1,5.5,5.2,1,1.9,0,0.0,0,0.0,16,25.4,3,10.7
CHARLIE JONES,0.6,0.1,0.0,0.6,0.0,0.0,0.0,0.1,4.5,160.4,151.0,173.0,7.1,11.0,172.0,0.7,5.5,157.8,151,175,7.0,11,170,1.0,0.0,5.0,0.0,0.0,0.0,CIN,1.0,17,9,26,0,88,0,0,100,0,5,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CHASE CLAYPOOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.5,167.0,232.0,6.5,13.0,180.0,0.0,0.0,176.5,144,232,32.5,13,209,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CHATARIUS ATWELL,3.3,2.5,0.0,33.1,0.1,0.0,0.4,3.6,56.9,98.7,75.0,111.0,14.2,9.0,135.0,5.8,98.9,97.4,73,111,14.0,9,133,42.0,0.0,562.0,2.0,0.0,7.0,LAR,62.0,25,23,31,0,63,0,0,63,0,3,500.0,500.0,1,1.1,0,0.0,0,0.0,3,4.0,1,2.6
CHIMERE DIKE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.8,99.0,125.0,12.3,10.0,151.0,0.0,0.0,121.2,99,126,11.6,10,142,0.0,0.0,0.0,0.0,0.0,0.0,TEN,0.0,18,20,10,0,0,0,0,0,0,5,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CHRIS BLAIR,0.6,0.3,0.0,5.7,0.0,0.0,0.0,0.7,1.7,168.0,138.0,195.0,28.3,12.0,211.0,0.9,2.7,165.5,137,194,24.7,12,202,1.0,0.0,17.0,0.0,0.0,0.0,ATL,2.0,2,1,17,0,100,0,0,100,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CHRIS GODWIN,12.5,7.1,0.7,82.3,0.1,0.0,0.3,8.9,87.8,46.6,28.0,45.0,7.6,6.0,64.0,19.7,137.8,44.2,25,46,8.4,6,64,50.0,5.0,576.0,1.0,0.0,2.0,TB,62.0,3,5,4,29,0,57,29,0,57,3,86.0,95.3,0,0.0,0,0.0,0,0.0,6,7.8,5,10.4
CHRIS OLAVE,5.6,4.0,0.1,50.0,0.1,0.0,0.9,5.5,44.7,36.1,23.0,35.0,5.3,5.0,48.0,9.6,76.7,31.6,20,31,4.9,5,46,32.0,1.0,400.0,1.0,0.0,7.0,NO,44.0,5,3,23,0,50,25,0,50,38,1,73.0,80.8,0,0.0,0,0.0,0,0.0,5,12.8,1,7.1
CHRISTIAN KIRK,5.5,3.4,0.1,47.4,0.0,0.0,0.0,5.9,43.9,55.5,43.0,55.0,5.9,6.0,73.0,8.9,70.9,54.5,41,52,5.9,6,73,27.0,1.0,379.0,0.0,0.0,0.0,HOU,47.0,16,8,27,0,50,13,0,50,25,2,144.5,153.2,0,0.0,0,0.0,0,0.0,5,8.5,3,10.0
CHRISTIAN WATSON,5.1,1.9,0.1,41.3,0.3,0.0,1.5,3.5,76.3,102.2,70.0,105.0,14.1,9.0,156.0,7.0,105.3,109.1,74,105,13.9,9,165,29.0,2.0,620.0,4.0,0.0,23.0,GB,53.0,13,17,6,0,43,14,0,36,14,5,500.0,500.0,0,0.0,0,0.0,0,0.0,8,11.3,2,8.0
COLLIN JOHNSON,0.1,0.2,0.0,1.0,0.0,0.0,0.0,0.3,0.6,187.7,159.0,217.0,35.0,12.0,237.0,0.3,1.6,188.3,162,218,28.6,12,228,1.0,0.0,6.0,0.0,0.0,0.0,LV,2.0,7,18,1,0,100,0,0,100,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
COOPER KUPP,9.0,5.6,0.5,59.2,0.2,0.0,0.8,8.3,108.0,48.1,33.0,48.0,5.0,6.0,61.0,14.6,175.0,44.5,30,47,5.3,6,57,67.0,6.0,710.0,2.0,0.0,10.0,SEA,100.0,29,29,30,17,42,50,17,33,58,2,88.5,87.8,1,1.1,0,0.0,0,0.0,10,13.3,8,20.5
COURTLAND SUTTON,9.4,4.8,0.5,63.6,0.0,0.0,0.0,7.9,159.3,22.6,13.0,21.0,3.8,4.0,32.0,14.1,240.3,23.3,15,21,3.9,4,34,81.0,8.0,1081.0,0.0,0.0,0.0,DEN,135.0,9,6,19,6,25,44,6,19,56,1,50.5,52.8,0,0.0,0,0.0,0,0.0,21,31.8,9,30.0
CURTIS SAMUEL,2.3,2.2,0.1,18.1,0.4,0.0,1.0,3.3,32.7,121.5,103.0,128.0,9.8,10.0,145.0,4.5,63.7,122.0,101,128,9.8,10,147,31.0,1.0,253.0,5.0,0.0,14.0,BUF,46.0,27,31,11,0,85,8,0,77,8,5,500.0,500.0,1,0.9,1,1.7,0,0.0,6,10.3,2,7.1
DAREKE YOUNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,241.0,240.0,256.0,1.0,14.0,242.0,0.0,0.0,229.5,226,254,3.5,14,233,0.0,0.0,0.0,0.0,0.0,0.0,SEA,1.0,29,29,30,0,100,0,0,100,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DARIUS COOPER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.3,129.0,223.0,48.8,12.0,247.0,0.0,0.0,182.7,125,215,42.0,12,224,0.0,0.0,0.0,0.0,0.0,0.0,PHI,0.0,4,4,9,0,0,0,0,0,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DARIUS SLAYTON,4.4,2.4,0.1,35.8,0.1,0.0,1.1,4.4,71.0,79.3,58.0,74.0,8.4,8.0,105.0,6.9,110.0,81.3,59,76,8.5,8,107,39.0,2.0,573.0,2.0,0.0,17.0,NYG,71.0,1,2,7,7,60,13,7,60,13,3,500.0,500.0,2,3.6,1,3.0,0,0.0,5,11.4,0,0.0
DARNELL MOONEY,8.1,4.0,0.3,62.0,0.0,0.0,0.0,6.6,129.2,50.0,37.0,50.0,5.5,6.0,66.0,12.1,193.2,51.4,40,50,4.6,6,66,64.0,5.0,992.0,0.0,0.0,0.0,ATL,106.0,2,1,17,6,38,31,6,38,31,2,120.5,141.2,0,0.0,0,0.0,0,0.0,6,10.5,2,10.5
DAVANTE ADAMS,11.2,6.1,0.6,75.9,0.0,0.0,0.0,10.1,156.3,16.5,10.0,16.0,3.0,3.0,27.0,17.2,241.3,16.7,9,16,2.8,3,26,85.0,8.0,1063.0,0.0,0.0,0.0,LAR,141.0,25,23,31,8,23,46,23,8,46,2,42.5,39.5,0,0.0,0,0.0,0,0.0,24,,16,
DAVID BELL,2.7,3.0,0.0,27.0,0.0,0.0,0.0,3.0,2.7,182.8,147.0,181.0,23.2,12.0,207.0,5.7,5.7,166.0,133,172,22.1,11,191,3.0,0.0,27.0,0.0,0.0,0.0,CLE,3.0,20,14,25,0,100,0,0,100,0,5,500.0,500.0,0,0.0,0,0.0,0,0.0,1,1.8,0,0.0
DAVID MOORE,3.1,1.9,0.2,20.6,0.1,0.0,0.0,3.4,53.1,165.6,136.0,167.0,26.0,11.0,209.0,5.0,85.1,164.3,137,167,25.7,11,208,32.0,3.0,351.0,1.0,0.0,0.0,CAR,57.0,6,15,2,0,88,13,0,75,6,6,500.0,500.0,1,1.5,1,2.4,0,0.0,11,15.3,4,12.5
DEANDRE CARTER,0.4,0.7,0.0,5.5,0.0,0.0,0.0,1.1,5.2,166.0,114.0,177.0,31.8,11.0,202.0,1.1,14.2,159.6,105,177,33.4,11,194,9.0,0.0,72.0,0.0,0.0,0.0,CLE,14.0,20,14,25,0,100,0,0,100,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,3,4.4,1,4.2
DEANDRE HOPKINS,5.7,3.5,0.3,38.1,0.0,0.0,0.0,5.0,91.0,71.1,53.0,71.0,8.9,7.0,107.0,9.2,147.0,73.8,56,71,8.7,7,109,56.0,5.0,610.0,0.0,0.0,0.0,BAL,80.0,21,22,12,6,56,13,6,44,13,3,170.0,187.0,0,0.0,0,0.0,0,0.0,11,,8,
DEEBO SAMUEL,6.8,3.4,0.2,44.7,2.8,0.1,9.1,5.4,102.6,37.6,28.0,37.0,4.4,5.0,49.0,10.2,153.6,42.9,29,43,5.2,6,52,51.0,3.0,670.0,42.0,1.0,136.0,WAS,81.0,11,21,5,13,47,27,7,47,27,2,84.0,83.8,10,10.4,5,8.9,2,8.3,13,17.1,5,13.9
DELEON ESKRIDGE,0.7,0.5,0.0,7.3,0.0,0.0,0.0,0.5,4.4,197.8,165.0,203.0,25.9,12.0,242.0,1.2,7.4,192.4,161,199,23.4,12,230,3.0,0.0,44.0,0.0,0.0,0.0,MIA,3.0,31,30,29,0,100,0,0,100,0,5,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DEMARCUS ROBINSON,5.4,1.8,0.4,29.7,0.0,0.0,0.0,3.8,92.5,110.5,91.0,115.0,10.4,9.0,139.0,7.3,123.5,115.5,91,115,10.2,9,147,31.0,7.0,505.0,0.0,0.0,0.0,SF,64.0,19,16,18,6,56,19,6,63,13,4,500.0,500.0,0,0.0,0,0.0,0,0.0,11,14.7,8,20.5
DEMARIO DOUGLAS,4.8,3.9,0.2,36.5,0.2,0.0,0.9,5.1,81.7,68.0,49.0,66.0,8.9,7.0,86.0,8.7,147.7,63.6,42,62,8.2,7,80,66.0,3.0,621.0,3.0,0.0,16.0,NE,87.0,32,32,14,0,50,13,0,38,13,2,184.0,500.0,0,0.0,0,0.0,0,0.0,5,9.1,2,8.3
DERIUS DAVIS,1.8,0.9,0.1,7.5,0.8,0.0,2.6,1.1,27.1,163.9,139.0,162.0,17.9,11.0,204.0,2.7,40.1,159.6,141,163,19.4,11,205,13.0,2.0,112.0,12.0,0.0,39.0,LAC,17.0,15,12,13,0,86,0,0,86,0,7,500.0,500.0,1,1.4,1,2.2,0,0.0,2,4.0,0,0.0
DEVAUGHN VELE,5.0,3.2,0.2,36.5,0.0,0.0,0.0,4.2,65.5,92.6,79.0,90.0,7.7,8.0,116.0,8.2,106.5,90.3,77,90,7.8,8,112,41.0,3.0,475.0,0.0,0.0,0.0,NO,55.0,5,3,23,0,58,8,0,50,0,4,500.0,500.0,0,0.0,0,0.0,0,0.0,7,10.6,3,10.0
DEVIN DUVERNAY,0.6,0.8,0.0,6.1,0.3,0.0,0.2,1.2,8.2,196.5,165.0,210.0,20.9,12.0,222.0,1.5,19.2,185.5,156,204,20.3,12,212,11.0,0.0,79.0,4.0,0.0,3.0,CHI,16.0,8,13,3,0,92,0,0,92,0,5,500.0,500.0,1,1.5,0,0.0,0,0.0,2,3.4,0,0.0
DEVONTA SMITH,10.1,5.2,0.6,64.1,0.1,0.0,0.1,6.8,131.4,26.9,17.0,29.0,3.8,4.0,41.0,15.3,199.4,24.5,14,23,4.0,4,36,68.0,8.0,833.0,1.0,0.0,1.0,PHI,89.0,4,4,9,8,23,46,15,23,62,2,55.5,56.0,1,0.8,0,0.0,0,0.0,11,20.4,5,21.7
DEVONTEZ WALKER,1.2,0.1,0.1,3.0,0.0,0.0,0.0,0.4,8.1,138.3,103.0,147.0,16.8,10.0,188.0,1.3,9.1,142.3,107,147,18.5,10,193,1.0,1.0,21.0,0.0,0.0,0.0,BAL,3.0,21,22,12,0,83,0,0,83,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DIONTAE JOHNSON,5.1,3.0,0.3,34.1,0.2,0.0,0.5,6.1,56.1,92.7,59.0,94.0,15.6,8.0,134.0,8.1,89.1,90.5,58,91,15.8,8,130,33.0,3.0,375.0,2.0,0.0,6.0,CLE,67.0,20,14,25,9,73,27,9,73,27,3,500.0,500.0,0,0.0,0,0.0,0,0.0,11,,9,
DJ CHARK,2.3,1.0,0.3,7.8,0.0,0.0,0.0,2.5,9.1,138.3,102.0,193.0,25.7,12.0,158.0,3.3,13.1,138.0,101,195,26.6,12,162,4.0,1.0,31.0,0.0,0.0,0.0,FA,10.0,33,33,33,0,100,0,0,100,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,2,4.0,2,9.1
DJ MOORE,8.2,5.8,0.4,56.8,0.8,0.0,4.4,8.2,140.1,22.9,13.0,23.0,3.6,4.0,32.0,14.0,238.1,19.9,14,19,3.6,4,31,98.0,6.0,966.0,14.0,0.0,75.0,CHI,140.0,8,13,3,13,25,19,13,19,31,1,47.5,48.5,0,0.0,0,0.0,0,0.0,21,30.9,6,25.0
DK METCALF,8.3,4.4,0.3,66.1,0.0,0.0,0.0,7.2,125.2,21.6,14.0,20.0,4.5,4.0,35.0,12.7,191.2,23.3,15,22,4.7,4,43,66.0,5.0,992.0,0.0,0.0,0.0,PIT,108.0,14,11,21,7,21,29,7,14,29,1,50.5,49.7,0,0.0,0,0.0,0,0.0,7,13.2,5,19.2
DOMINIC LOVETT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.3,138.0,215.0,35.7,12.0,223.0,0.0,0.0,186.0,166,217,17.2,12,208,0.0,0.0,0.0,0.0,0.0,0.0,DET,0.0,22,19,16,0,0,0,0,0,0,7,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DONOVAN PEOPLES-JONES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,151.0,225.0,15.0,13.0,181.0,0.0,0.0,186.0,162,240,24.0,13,210,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DONTAYVION WICKS,4.2,2.3,0.3,24.4,0.0,0.0,0.0,4.5,71.5,82.3,67.0,79.0,10.1,8.0,127.0,6.5,110.5,84.3,68,80,10.4,8,129,39.0,5.0,415.0,0.0,0.0,0.0,GB,76.0,13,17,6,6,63,13,6,63,6,4,500.0,500.0,0,0.0,0,0.0,0,0.0,14,19.7,6,24.0
DONTE THORNTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,63.0,99.0,16.5,8.0,121.0,0.0,0.0,84.1,57,99,15.9,8,123,0.0,0.0,0.0,0.0,0.0,0.0,LV,0.0,7,18,1,0,0,0,0,0,0,2,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DRAKE LONDON,10.6,5.9,0.5,74.8,0.1,0.0,-0.2,9.3,180.8,8.7,4.0,9.0,2.1,2.0,15.0,16.5,280.8,8.2,4,9,2.2,2,14,100.0,9.0,1271.0,1.0,0.0,-3.0,ATL,158.0,2,1,17,6,13,44,6,6,50,1,18.5,19.7,0,0.0,0,0.0,0,0.0,24,42.1,10,52.6
DYAMI BROWN,2.5,2.0,0.1,20.5,0.2,0.0,1.7,2.7,37.4,88.8,68.0,87.0,11.5,8.0,115.0,4.5,67.4,88.2,69,87,11.4,8,118,30.0,1.0,308.0,3.0,0.0,26.0,JAC,40.0,30,24,32,0,93,7,0,80,0,3,500.0,500.0,0,0.0,0,0.0,0,0.0,4,5.9,2,6.3
