PLAYER NAME,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_TGT,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,PPR_RK,PPR_TIERS,REC,REC_TDS,REC_TGT,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,DEPTH
Noah Fant,5.8,4.1,0.2,6.2,44.9,0.0,0.0,0.0,87.3,9.2,6.0,8.0,2.0,2.0,18.0,10.0,149.3,8.5,5.0,7.0,1.7,2.0,14.0,7.0,2.0,62.0,3.0,93.0,673.0,0.0,0.0,0.0,DEN,4,7,12,13.3,33.3,26.7,1
Noah Gray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.7,26.0,68.0,23.1,8.0,107.0,0.0,0.0,60.8,33.0,64.0,16.8,7.0,103.0,70.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,23,20,20,0.0,0.0,0.0,4
O.J. Howard,6.7,2.8,0.5,4.8,36.5,0.0,0.0,0.0,26.6,28.3,16.0,29.0,3.1,5.0,42.0,9.4,37.6,30.9,19.0,28.0,4.8,4.0,50.0,29.0,5.0,11.0,2.0,19.0,146.0,0.0,0.0,0.0,TB,14,23,7,0.0,0.0,0.0,3
Pat Freiermuth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,19.0,44.0,8.3,6.0,66.0,0.0,0.0,35.4,20.0,35.0,8.7,5.0,62.0,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,3,5,8,0.0,0.0,0.0,2
Pharaoh Brown,2.2,1.1,0.2,1.2,12.5,0.0,0.0,0.0,28.3,69.3,60.0,86.0,5.5,9.0,74.0,3.3,42.3,63.2,35.0,74.0,13.1,7.0,81.0,88.0,9.0,14.0,2.0,16.0,163.0,0.0,0.0,0.0,HOU,10,12,16,0.0,0.0,0.0,3
Richard Rodgers,3.3,1.7,0.1,2.2,24.6,0.0,0.0,0.0,46.5,57.0,35.0,72.0,24.2,8.0,114.0,5.0,70.5,66.2,46.0,81.0,12.5,8.0,89.0,74.0,8.0,24.0,2.0,31.0,345.0,0.0,0.0,0.0,FA,33,33,33,0.0,66.7,33.3,0
Ricky Seals-Jones,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,85.5,77.0,108.0,8.5,10.0,94.0,0.0,0.0,91.5,78.0,100.0,12.8,9.0,118.0,107.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,WAS,12,8,19,0.0,0.0,0.0,0
Rob Gronkowski,6.5,2.8,0.4,4.8,38.9,0.0,0.0,0.0,104.3,14.9,7.0,14.0,3.8,3.0,31.0,9.3,149.3,18.6,11.0,17.0,4.1,3.0,31.0,18.0,4.0,45.0,7.0,77.0,623.0,0.0,0.0,0.0,TB,14,23,7,12.5,56.3,43.8,1
Robert Tonyan,7.8,3.3,0.7,3.7,36.6,0.0,0.0,0.0,124.6,9.2,5.0,9.0,2.1,2.0,15.0,11.0,176.6,10.6,6.0,10.0,2.2,2.0,20.0,10.0,3.0,52.0,11.0,59.0,586.0,0.0,0.0,0.0,GB,27,28,6,12.5,31.3,50.0,1
Ross Dwelley,1.9,1.2,0.1,1.5,15.3,0.0,0.0,0.0,30.5,60.0,51.0,75.0,3.9,8.0,66.0,3.1,49.5,64.2,48.0,71.0,8.8,7.0,76.0,78.0,8.0,19.0,1.0,24.0,245.0,0.0,0.0,0.0,SF,25,30,5,0.0,0.0,0.0,2
Ross Travis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5,78.0,111.0,12.5,10.0,103.0,0.0,0.0,97.3,74.0,121.0,17.8,9.0,117.0,110.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,29,26,22,0.0,0.0,0.0,0
Ryan Griffin,0.6,0.6,0.0,0.8,5.7,0.0,0.0,0.0,8.6,55.7,39.0,59.0,7.5,7.0,71.0,1.2,17.6,63.4,45.0,66.0,9.9,7.0,88.0,58.0,7.0,9.0,0.0,12.0,86.0,0.0,0.0,0.0,NYJ,9,9,15,0.0,0.0,0.0,2
Ryan Izzo,1.5,1.1,0.0,1.7,16.6,0.0,0.0,0.0,17.9,75.5,71.0,89.0,4.6,9.0,83.0,2.6,30.9,91.8,70.0,93.0,13.3,8.0,115.0,92.0,9.0,13.0,0.0,20.0,199.0,0.0,0.0,0.0,NYG,13,13,17,0.0,0.0,0.0,0
Stephen Anderson,0.7,0.5,0.0,0.7,6.6,0.0,0.0,0.0,10.6,105.3,94.0,112.0,15.3,10.0,127.0,1.2,18.6,87.7,78.0,94.0,6.9,8.0,98.0,111.0,10.0,8.0,0.0,11.0,106.0,0.0,0.0,0.0,LAC,17,22,9,0.0,0.0,0.0,2
Stephen Carlson,0.2,0.1,0.0,0.1,0.7,0.0,0.0,0.0,3.1,102.5,86.0,119.0,16.5,10.0,119.0,0.3,4.1,110.5,93.0,143.0,17.5,10.0,128.0,120.0,10.0,1.0,0.0,2.0,11.0,0.0,0.0,0.0,CLE,22,17,21,0.0,0.0,0.0,0
Stephen Sullivan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,92.0,117.0,8.5,10.0,109.0,0.0,0.0,104.0,83.0,128.0,15.8,10.0,121.0,114.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,5,19,1,0.0,0.0,0.0,0
T.J. Hockenson,6.8,4.2,0.4,6.3,45.2,0.1,0.0,0.0,108.3,5.3,3.0,5.0,1.4,2.0,15.0,11.0,175.3,5.1,3.0,5.0,1.2,1.0,10.0,4.0,2.0,67.0,6.0,101.0,723.0,1.0,0.0,0.0,DET,21,24,13,6.3,31.3,50.0,1
Tanner Hudson,0.4,0.3,0.0,0.6,3.7,0.0,0.0,0.0,4.1,122.5,114.0,123.0,8.5,11.0,131.0,0.6,7.1,124.3,104.0,145.0,14.4,10.0,136.0,123.0,11.0,3.0,0.0,7.0,41.0,0.0,0.0,0.0,SF,25,30,5,0.0,0.0,0.0,0
Temarrick Hemingway,0.1,0.1,0.0,0.3,1.3,0.0,0.0,0.0,1.0,127.0,118.0,124.0,9.0,11.0,136.0,0.3,2.0,109.7,97.0,134.0,17.9,10.0,135.0,124.0,11.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,FA,33,33,33,0.0,0.0,0.0,0
Thaddeus Moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7,64.0,96.0,27.2,9.0,124.0,0.0,0.0,97.4,74.0,110.0,15.0,9.0,120.0,95.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,24,15,27,0.0,0.0,0.0,3
Tim Tebow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,18.0,67.0,15.5,8.0,90.0,0.0,0.0,80.0,60.0,95.0,12.0,8.0,93.0,67.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,15,25,2,0.0,0.0,0.0,2
Tommy Sweeney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.3,73.0,99.0,26.1,9.0,144.0,0.0,0.0,82.3,54.0,84.0,23.5,8.0,143.0,98.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,18,18,14,0.0,0.0,0.0,3
Tommy Tremble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,32.0,61.0,16.0,8.0,93.0,0.0,0.0,63.2,33.0,65.0,16.0,7.0,93.0,61.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,5,19,1,0.0,0.0,0.0,2
Travis Kelce,13.9,7.0,0.7,9.7,94.4,0.0,0.0,0.0,207.76,1.0,1.0,1.0,0.1,1.0,2.0,20.9,312.76,1.0,1.0,1.0,0.1,1.0,2.0,1.0,1.0,105.0,11.0,145.0,1416.0,0.0,0.0,0.0,KC,23,20,20,60.0,6.7,93.3,1
Tre' McKitty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.4,43.0,71.0,11.1,8.0,82.0,0.0,0.0,65.3,44.0,72.0,9.1,7.0,77.0,71.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,17,22,9,0.0,0.0,0.0,4
Trey Burton,4.3,2.2,0.2,3.6,19.2,0.2,0.2,0.2,55.3,53.8,42.0,70.0,6.1,8.0,63.0,6.4,83.3,66.2,51.0,78.0,10.0,8.0,86.0,68.0,8.0,28.0,3.0,47.0,250.0,2.0,2.0,3.0,FA,33,33,33,0.0,61.5,23.1,0
Tyler Conklin,1.6,1.2,0.1,1.6,12.1,0.0,0.0,0.0,25.4,43.1,30.0,47.0,8.4,7.0,61.0,2.8,44.4,34.5,19.0,41.0,8.8,5.0,59.0,48.0,7.0,19.0,1.0,26.0,194.0,0.0,0.0,0.0,MIN,28,29,18,0.0,0.0,0.0,2
Tyler Davis,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,94.3,78.0,104.0,13.9,10.0,112.0,0.0,0.0,115.0,95.0,130.0,13.7,10.0,132.0,97.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,IND,20,4,32,0.0,0.0,0.0,3
Tyler Eifert,3.1,2.4,0.1,4.0,23.3,0.0,0.0,0.0,46.9,41.3,31.0,49.0,9.1,7.0,66.0,5.5,82.9,48.7,34.0,63.0,11.6,7.0,72.0,49.0,7.0,36.0,2.0,60.0,349.0,0.0,0.0,0.0,FA,33,33,33,0.0,73.3,0.0,0
Tyler Higbee,5.6,2.9,0.3,4.0,34.7,0.1,0.0,0.1,84.2,11.2,6.0,10.0,3.3,3.0,25.0,8.5,128.2,10.9,6.0,11.0,3.5,2.0,29.0,11.0,3.0,44.0,5.0,60.0,521.0,1.0,0.0,1.0,LAR,30,27,25,6.7,66.7,26.7,1
Tyler Kroft,3.0,1.2,0.3,1.6,11.9,0.0,0.0,0.0,29.9,53.4,22.0,65.0,12.8,8.0,79.0,4.2,41.9,39.7,17.0,45.0,13.9,6.0,83.0,66.0,8.0,12.0,3.0,16.0,119.0,0.0,0.0,0.0,NYJ,9,9,15,0.0,0.0,0.0,3
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,114.0,0.0,10.0,97.0,0.0,0.0,130.7,114.0,148.0,17.6,10.0,155.0,122.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,32,32,10,0.0,0.0,0.0,0
Will Dissly,2.3,1.5,0.1,1.8,15.7,0.0,0.0,0.0,37.1,37.9,23.0,37.0,4.6,6.0,48.0,3.8,61.1,39.2,27.0,40.0,5.0,5.0,56.0,37.0,6.0,24.0,2.0,29.0,251.0,0.0,0.0,0.0,SEA,32,32,10,0.0,0.0,0.0,2
Zach Davidson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3,60.0,98.0,25.0,9.0,120.0,0.0,0.0,108.3,85.0,123.0,22.3,9.0,137.0,105.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,28,29,18,0.0,0.0,0.0,3
Zach Ertz,3.8,3.3,0.1,6.5,30.5,0.0,0.0,0.0,41.5,24.6,6.0,25.0,4.1,4.0,39.0,7.0,77.5,21.7,13.0,22.0,4.3,4.0,36.0,25.0,4.0,36.0,1.0,72.0,335.0,0.0,0.0,0.0,PHI,11,3,31,0.0,81.8,9.1,2
Zach Gentry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,89.0,118.0,13.0,10.0,115.0,0.0,0.0,99.8,84.0,104.0,15.8,9.0,127.0,115.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,3,5,8,0.0,0.0,0.0,3
