,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT
BRANDON JOHNSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,173.0,206.0,9.0,12.0,191.0,0.0,0.0,182.5,173.0,205.0,9.5,12.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,8,75,17,0,75,17,0,500.0,500,0,0.0,0,0.0,0,0.0,6,9.2,3,8.6
BREECE HALL,12.6,4.5,0.2,34.8,13.1,0.3,58.5,5.6,214.5,2.3,1.0,2.0,0.6,1.0,3.0,17.1,290.5,2.3,1.0,2.0,0.6,1.0,3.0,76.0,4.0,591.0,223.0,5.0,994.0,NYJ,95.0,22,24,16,13,19,50,25,19,56,1,6.0,4,21,56.8,10,66.7,1,50.0,5,10.2,3,9.7
BRIAN ROBINSON,10.8,2.4,0.3,24.5,11.9,0.3,48.9,2.9,162.1,26.4,20.0,26.0,2.9,4.0,34.0,13.2,198.1,28.4,21.0,28.0,3.5,5.0,36.0,36.0,4.0,368.0,178.0,5.0,733.0,WAS,43.0,16,9,28,14,0,57,14,7,57,1,92.5,75,26,46.4,13,50.0,7,46.7,5,7.8,2,5.7
CAM AKERS,5.1,1.6,0.0,10.0,8.6,0.3,23.9,1.7,35.7,84.9,47.0,86.0,11.8,8.0,115.0,6.7,46.7,88.8,50.0,86.0,13.0,8.0,123.0,11.0,0.0,70.0,60.0,2.0,167.0,HOU,12.0,2,3,21,0,43,29,0,29,0,3,500.0,500,7,0.0,5,0.0,2,0.0,2,2.5,0,0.0
CAMERON SCARLETT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.7,129.0,189.0,16.9,12.0,167.0,0.0,0.0,160.7,135.0,193.0,18.2,12.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CARLOS WASHINGTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.6,116.0,146.0,13.6,10.0,166.0,0.0,0.0,140.3,116.0,148.0,17.1,11.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,0.0,7,15,2,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CARSON STEELE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,58.0,106.0,18.4,9.0,120.0,0.0,0.0,81.9,55.0,105.0,19.5,9.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,0.0,3,6,11,0,0,0,0,0,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CARTAVIOUS BIGSBY,1.4,0.1,0.0,0.4,3.1,0.1,8.3,0.3,21.8,63.8,48.0,59.0,7.8,7.0,87.0,1.4,22.8,66.5,50.0,61.0,8.5,7.0,93.0,1.0,0.0,6.0,50.0,2.0,132.0,JAC,4.0,30,27,26,0,86,0,0,93,0,2,500.0,500,9,13.2,4,12.1,2,13.3,0,0.0,0,0.0
CHASE BROWN,3.3,1.2,0.1,13.0,3.7,0.0,14.9,1.3,39.5,34.6,24.0,35.0,5.3,5.0,56.0,4.5,53.5,33.2,22.0,32.0,5.0,5.0,54.0,14.0,1.0,156.0,44.0,0.0,179.0,CIN,15.0,24,17,29,0,73,9,0,73,9,1,104.5,122,4,5.6,1,2.1,0,0.0,1,1.4,0,0.0
CHASE EDMONDS,2.0,1.1,0.0,6.2,3.8,0.0,13.5,1.3,25.7,90.7,75.0,91.0,6.4,8.0,116.0,3.1,39.7,87.5,71.0,89.0,6.3,8.0,110.0,14.0,0.0,81.0,49.0,0.0,176.0,TB,17.0,28,30,9,0,83,0,0,83,0,0,500.0,500,4,6.3,0,0.0,0,0.0,0,0.0,0,0.0
CHRISTIAN MCCAFFREY,20.3,4.2,0.4,35.3,17.0,0.9,91.2,5.2,324.3,1.2,1.0,1.0,0.6,1.0,5.0,24.5,391.3,1.2,1.0,1.0,0.5,1.0,3.0,67.0,7.0,564.0,272.0,14.0,1459.0,SF,83.0,10,12,5,56,0,100,63,0,100,1,1.0,1,63,62.4,34,60.7,17,53.1,16,22.9,8,30.8
CHRISTOPHER BROOKS,2.6,0.0,0.0,0.0,4.8,0.0,26.5,0.0,10.6,137.3,108.0,148.0,18.7,11.0,169.0,2.6,10.6,141.1,106.0,151.0,18.2,11.0,162.0,0.0,0.0,0.0,19.0,0.0,106.0,FA,0.0,33,33,33,0,75,0,0,75,0,6,500.0,500,2,2.2,2,3.4,0,0.0,0,0.0,0,0.0
CHRISTOPHER RODRIGUEZ,3.3,0.2,0.0,1.1,4.6,0.2,22.5,0.2,35.9,88.0,67.0,83.0,8.2,8.0,114.0,3.4,37.9,87.7,67.0,84.0,9.1,8.0,121.0,2.0,0.0,12.0,51.0,2.0,247.0,WAS,2.0,16,9,28,0,90,10,0,90,10,0,500.0,500,7,12.5,4,15.4,3,20.0,0,0.0,0,0.0
CHUBA HUBBARD,8.4,2.3,0.0,13.7,14.0,0.3,53.1,2.6,143.5,42.5,29.0,41.0,5.3,6.0,57.0,10.7,182.5,41.9,31.0,41.0,4.8,6.0,55.0,39.0,0.0,233.0,238.0,5.0,902.0,CAR,44.0,32,31,27,6,19,38,6,19,50,2,126.5,159,33,57.9,17,58.6,8,50.0,1,2.8,0,0.0
CJ HAM,0.2,0.4,0.0,1.5,0.1,0.0,0.4,0.5,3.2,140.4,125.0,144.0,10.8,10.0,158.0,0.6,10.2,121.5,105.0,139.0,10.5,10.0,138.0,7.0,0.0,25.0,1.0,0.0,7.0,MIN,9.0,26,16,30,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CLYDE EDWARDS-HELAIRE,3.5,1.1,0.1,12.5,4.7,0.1,14.9,1.5,53.1,67.7,53.0,63.0,6.8,7.0,95.0,4.7,70.1,66.3,52.0,62.0,7.2,7.0,93.0,17.0,1.0,188.0,70.0,1.0,223.0,KC,22.0,3,6,11,0,71,14,0,71,14,2,500.0,500,7,9.7,5,13.2,2,11.1,5,5.7,5,10.4
CODY SCHRADER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.1,102.0,137.0,14.5,10.0,151.0,0.0,0.0,115.6,94.0,137.0,13.9,10.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,0.0,10,12,5,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CORDARRELLE PATTERSON,2.0,0.6,0.1,2.7,3.6,0.0,12.9,0.9,27.9,83.6,60.0,80.0,7.9,8.0,102.0,2.6,36.9,82.1,55.0,80.0,8.7,8.0,98.0,9.0,1.0,38.0,50.0,0.0,181.0,PIT,12.0,17,23,4,0,75,0,0,92,0,3,500.0,500,7,8.9,5,13.9,2,18.2,2,3.7,1,3.6
CRAIG REYNOLDS,1.6,0.3,0.0,3.1,2.7,0.1,11.9,0.3,24.6,97.5,77.0,103.0,10.1,9.0,124.0,2.0,29.6,101.7,80.0,103.0,11.4,9.0,132.0,5.0,0.0,47.0,41.0,1.0,179.0,DET,5.0,14,11,18,0,79,7,0,79,7,3,500.0,500,6,5.7,5,8.2,2,6.9,0,0.0,0,0.0
DAIJUN EDWARDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,108.0,157.0,16.6,11.0,147.0,0.0,0.0,129.0,113.0,157.0,11.2,11.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DALVIN COOK,1.7,1.0,0.0,5.2,4.5,0.0,14.3,1.3,25.2,95.2,73.0,102.0,18.2,9.0,176.0,2.7,40.2,99.1,70.0,102.0,18.9,9.0,175.0,15.0,0.0,78.0,67.0,0.0,214.0,FA,20.0,33,33,33,0,93,0,0,93,0,0,500.0,500,8,21.6,2,13.3,0,0.0,0,0.0,0,0.0
DAMEON PIERCE,5.0,0.9,0.0,7.2,10.4,0.1,29.7,1.2,69.7,60.5,45.0,58.0,7.6,7.0,94.0,5.9,82.7,61.9,46.0,58.0,8.4,7.0,100.0,13.0,0.0,101.0,145.0,2.0,416.0,HOU,17.0,2,3,21,0,46,31,0,54,15,2,500.0,500,22,28.6,14,32.6,8,34.8,1,1.5,0,0.0
DANDRE SWIFT,10.0,2.4,0.1,13.4,14.3,0.3,65.6,3.1,160.3,24.8,15.0,25.0,3.5,4.0,35.0,12.5,199.3,23.9,14.0,22.0,3.6,4.0,33.0,39.0,1.0,214.0,229.0,5.0,1049.0,CHI,49.0,18,21,12,6,19,56,6,19,50,1,57.0,61,35,33.7,27,40.3,10,33.3,4,8.2,1,5.9
DANTE MILLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.9,120.0,151.0,9.0,11.0,147.0,0.0,0.0,132.9,117.0,150.0,12.6,11.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,0.0,13,1,32,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DARE OGUNBOWALE,0.8,0.2,0.0,1.8,0.8,0.0,3.5,0.7,8.3,121.4,93.0,130.0,20.6,10.0,166.0,1.0,10.3,114.7,85.0,130.0,22.6,10.0,163.0,2.0,0.0,18.0,8.0,0.0,35.0,HOU,7.0,2,3,21,0,100,0,0,100,0,4,500.0,500,2,2.6,0,0.0,0,0.0,0,0.0,0,0.0
DARRELL HENDERSON,8.4,2.5,0.0,25.8,11.5,0.5,28.0,3.5,33.5,136.4,98.0,166.0,29.1,11.0,175.0,10.9,43.5,136.0,95.0,166.0,27.0,11.0,166.0,10.0,0.0,103.0,46.0,2.0,112.0,FA,14.0,33,33,33,0,25,75,0,25,75,0,500.0,500,5,6.1,5,9.8,3,13.6,3,4.1,3,7.3
DARRYNTON EVANS,3.8,1.2,0.0,8.2,5.3,0.2,20.2,2.0,23.0,124.7,99.0,138.0,21.5,10.0,161.0,5.0,30.0,126.0,102.0,138.0,16.3,10.0,153.0,7.0,0.0,49.0,32.0,1.0,121.0,BUF,12.0,12,7,24,0,67,17,0,67,17,4,500.0,500,4,5.3,2,5.1,0,0.0,2,3.6,0,0.0
DAVID MONTGOMERY,13.7,1.1,0.0,8.4,15.6,0.9,72.5,1.7,191.2,17.6,10.0,17.0,2.5,4.0,24.0,14.8,207.2,22.0,16.0,21.0,2.8,4.0,30.0,16.0,0.0,117.0,219.0,13.0,1015.0,DET,24.0,14,11,18,15,8,92,8,8,85,2,65.0,65,50,47.2,31,50.8,17,58.6,0,0.0,0,0.0
DEEJAY DALLAS,0.1,0.4,0.0,1.5,0.6,0.0,2.1,0.5,2.2,129.5,106.0,129.0,17.7,10.0,168.0,0.5,8.2,123.3,93.0,129.0,18.2,10.0,161.0,6.0,0.0,26.0,10.0,0.0,36.0,ARI,9.0,25,26,13,0,100,0,0,100,0,5,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DENERIC PRINCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,57.0,94.0,11.7,8.0,116.0,0.0,0.0,85.6,58.0,93.0,12.1,8.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,0.0,3,6,11,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DEON JACKSON,-0.5,2.5,0.0,7.0,7.0,0.0,8.0,3.0,-1.0,150.2,125.0,174.0,16.0,11.0,173.0,2.0,4.0,144.4,114.0,170.0,19.6,11.0,167.0,5.0,0.0,14.0,14.0,0.0,16.0,NYJ,6.0,22,24,16,0,100,0,0,100,0,0,500.0,500,4,4.4,2,4.3,1,3.8,0,0.0,0,0.0
DERNEST JOHNSON,1.5,0.6,0.0,8.2,2.4,0.0,6.4,0.7,24.8,83.9,70.0,82.0,7.8,8.0,134.0,2.0,34.8,84.1,71.0,82.0,8.4,8.0,136.0,10.0,0.0,140.0,41.0,0.0,108.0,JAC,12.0,30,27,26,0,88,0,0,88,0,3,500.0,500,5,7.4,3,9.1,0,0.0,0,0.0,0,0.0
DERRICK GORE,0.5,0.0,0.0,0.0,0.6,0.0,5.2,0.0,2.6,161.3,138.0,194.0,16.8,12.0,177.0,0.5,2.6,160.0,132.0,192.0,20.2,12.0,179.0,0.0,0.0,0.0,3.0,0.0,26.0,FA,0.0,33,33,33,0,100,0,0,100,0,0,500.0,500,1,1.8,1,3.8,0,0.0,0,0.0,0,0.0
DERRICK HENRY,12.9,1.6,0.0,12.6,16.5,0.7,68.6,2.1,218.7,6.6,4.0,5.0,2.1,2.0,19.0,14.5,246.7,11.2,5.0,11.0,3.1,3.0,19.0,28.0,0.0,214.0,280.0,12.0,1167.0,BAL,36.0,20,14,25,25,19,63,13,31,63,1,19.5,17,36,67.9,24,75.0,12,70.6,2,4.3,1,4.3
DEUCE VAUGHN,1.1,1.0,0.0,5.7,3.3,0.0,5.7,1.0,8.0,82.9,67.0,81.0,8.4,8.0,116.0,2.1,15.0,81.0,63.0,81.0,8.7,8.0,119.0,7.0,0.0,40.0,23.0,0.0,40.0,DAL,7.0,5,4,23,0,100,0,0,86,0,3,500.0,500,4,3.9,1,2.0,1,4.2,0,0.0,0,0.0
DEVIN SINGLETARY,8.1,1.8,0.0,11.4,12.7,0.2,52.8,2.2,137.3,29.1,20.0,29.0,3.2,5.0,39.0,9.8,167.3,29.6,23.0,31.0,3.4,5.0,39.0,30.0,0.0,193.0,216.0,4.0,898.0,NYG,38.0,13,1,32,6,31,31,6,31,38,1,85.5,112,32,41.6,17,39.5,7,30.4,4,5.9,2,5.6
DEVINE OZIGBO,0.7,0.5,0.0,4.0,1.5,0.0,2.5,0.5,1.3,183.0,179.0,207.0,4.0,12.0,187.0,1.1,2.3,185.5,182.0,206.0,3.5,12.0,189.0,1.0,0.0,8.0,3.0,0.0,5.0,FA,1.0,33,33,33,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DEVON ACHANE,14.9,2.5,0.3,17.9,9.4,0.7,72.7,3.4,163.7,11.7,4.0,11.0,2.9,3.0,20.0,17.3,190.7,10.5,5.0,10.0,3.1,3.0,20.0,27.0,3.0,197.0,103.0,8.0,800.0,MIA,37.0,6,5,19,50,30,50,40,30,60,1,21.0,31,19,20.9,11,19.0,4,14.8,6,9.0,5,11.4
DEVOZEA FELTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.2,109.0,168.0,17.2,11.0,157.0,0.0,0.0,140.6,113.0,167.0,14.5,11.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,0.0,31,32,22,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DEWAYNE MCBRIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,80.0,182.0,43.3,11.0,186.0,0.0,0.0,151.0,88.0,182.0,38.3,11.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DILLON JOHNSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.3,92.0,147.0,13.6,10.0,130.0,0.0,0.0,117.1,89.0,145.0,15.1,10.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DONOVAN PEOPLES-JONES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,88.0,176.0,29.7,11.0,160.0,0.0,0.0,121.0,60.0,175.0,46.9,11.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,93,0,0,93,0,0,500.0,500,0,0.0,0,0.0,0,0.0,1,1.5,1,2.9
DONTA FOREMAN,8.9,1.2,0.1,8.6,12.1,0.4,47.2,1.8,80.2,64.8,51.0,68.0,7.2,7.0,90.0,10.1,91.2,68.0,53.0,71.0,7.7,7.0,100.0,11.0,1.0,77.0,109.0,4.0,425.0,CLE,16.0,4,8,8,11,33,33,11,33,22,0,500.0,500,17,22.4,10,25.6,6,30.0,2,3.6,1,3.8
DYLAN LAUBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.4,50.0,76.0,11.2,7.0,106.0,0.0,0.0,75.0,48.0,75.0,11.1,7.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,0.0,9,19,3,0,0,0,0,0,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ELIJAH DOTSON,0.5,0.5,0.0,3.3,1.0,0.0,1.5,0.5,1.9,145.3,118.0,164.0,26.0,11.0,199.0,1.0,3.9,143.5,116.0,162.0,26.7,11.0,199.0,2.0,0.0,13.0,4.0,0.0,6.0,LAC,2.0,21,22,10,0,100,0,0,100,0,0,500.0,500,1,1.4,0,0.0,0,0.0,0,0.0,0,0.0
ELIJAH MITCHELL,3.8,0.5,0.0,1.3,6.8,0.2,25.5,0.7,41.5,58.6,48.0,60.0,6.5,7.0,87.0,4.3,47.5,61.5,50.0,60.0,6.9,7.0,94.0,6.0,0.0,14.0,75.0,2.0,281.0,SF,8.0,10,12,5,0,80,10,0,80,10,0,183.0,500,16,15.8,12,21.4,8,25.0,1,1.4,1,3.8
EMANI BAILEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,107.0,160.0,26.0,11.0,178.0,0.0,0.0,145.5,120.0,165.0,21.3,11.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,0.0,3,6,11,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
EMANUEL WILSON,1.5,0.6,0.0,3.3,2.0,0.0,12.1,0.7,10.8,113.2,90.0,127.0,15.1,10.0,144.0,2.1,14.8,110.5,76.0,126.0,17.4,10.0,145.0,4.0,0.0,23.0,14.0,0.0,85.0,GB,5.0,29,29,15,0,86,0,0,100,0,3,500.0,500,1,1.1,0,0.0,0,0.0,0,0.0,0,0.0
